artist,firstName,gender,itemSession,lastName,length,level,location,sessionId,song,userId
Basshunter,Aleena,F,19,Kirby,223.32036,paid,"Waterloo-Cedar Falls, IA",350,44
Jay-Z / Lil Wayne,Aleena,F,20,Kirby,236.01587,paid,"Waterloo-Cedar Falls, IA",350,44
Snow Patrol,Aleena,F,21,Kirby,273.6322,paid,"Waterloo-Cedar Falls, IA",350,44
Coldcut,Aleena,F,22,Kirby,203.07546,paid,"Waterloo-Cedar Falls, IA",350,44
Magic Dirt,Aleena,F,23,Kirby,251.79383,paid,"Waterloo-Cedar Falls, IA",350,44
J. Karjalainen & Mustat Lasit,Aleena,F,24,Kirby,336.74404,paid,"Waterloo-Cedar Falls, IA",350,44
OneRepublic,Aleena,F,25,Kirby,224.67873,paid,"Waterloo-Cedar Falls, IA",350,44
Nirvana,Aleena,F,26,Kirby,219.08853,paid,"Waterloo-Cedar Falls, IA",350,44
Joyce Cooling,Aleena,F,27,Kirby,248.11057,paid,"Waterloo-Cedar Falls, IA",350,44
Beastie Boys,Aleena,F,28,Kirby,211.722,paid,"Waterloo-Cedar Falls, IA",350,44
Usher Featuring Lil' Jon & Ludacris,Aleena,F,29,Kirby,250.38322,paid,"Waterloo-Cedar Falls, IA",350,44
Nelly / Paul Wall / Ali & Gipp,Aleena,F,30,Kirby,272.50893,paid,"Waterloo-Cedar Falls, IA",350,44
The Audition,Aleena,F,31,Kirby,207.20281,paid,"Waterloo-Cedar Falls, IA",350,44
Savage Garden,Aleena,F,32,Kirby,277.26322,paid,"Waterloo-Cedar Falls, IA",350,44
Adam Green,Aleena,F,33,Kirby,141.00853,paid,"Waterloo-Cedar Falls, IA",350,44
Tom Petty,Aleena,F,34,Kirby,204.82567,paid,"Waterloo-Cedar Falls, IA",350,44
Muse,Aleena,F,35,Kirby,209.34485,paid,"Waterloo-Cedar Falls, IA",350,44
The Gerbils,Jordan,F,0,Hicks,27.01016,free,"Salinas, CA",304,37
Robert Plant,Jordan,F,1,Hicks,265.66485,free,"Salinas, CA",304,37
Metallica,Jordan,F,2,Hicks,387.02975,free,"Salinas, CA",304,37
Infected Mushroom,Jordan,F,3,Hicks,506.51383,free,"Salinas, CA",304,37
Eliza Doolittle,Jordan,F,4,Hicks,184.60689,free,"Salinas, CA",304,37
Alvin And The Chipmunks,Jordan,F,5,Hicks,162.63791,free,"Salinas, CA",304,37
Chromeo,Jordan,F,6,Hicks,348.65587,free,"Salinas, CA",304,37
Keisha White,Kevin,M,0,Arellano,251.42812,free,"Harrisburg-Carlisle, PA",387,66
Juanes,Kevin,M,1,Arellano,247.37914,free,"Harrisburg-Carlisle, PA",387,66
Karnivool,Ryan,M,0,Smith,470.80444,free,"San Jose-Sunnyvale-Santa Clara, CA",445,26
WES,Cecilia,F,0,Owens,221.57016,free,"Atlanta-Sandy Springs-Roswell, GA",444,6
Asia 2001,Cecilia,F,1,Owens,150.30812,free,"Atlanta-Sandy Springs-Roswell, GA",444,6
Spike Milligan,Samuel,M,0,Gonzalez,220.39465,free,"Houston-The Woodlands-Sugar Land, TX",384,61
Laura Izibor,Anabelle,F,0,Simpson,211.56526,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",378,69
Ryan Adams,Braden,M,0,Parker,248.5024,free,"Youngstown-Warren-Boardman, OH-PA",246,74
Method Man,Adelyn,F,1,Jordan,204.64281,free,"Chicago-Naperville-Elgin, IL-IN-WI",391,7
The Stanley Brothers,Adelyn,F,2,Jordan,179.69587,free,"Chicago-Naperville-Elgin, IL-IN-WI",391,7
Dexter Freebish,Adelyn,F,3,Jordan,210.54649,free,"Chicago-Naperville-Elgin, IL-IN-WI",391,7
Jamiroquai,Jacob,M,0,Rogers,362.05669,free,"San Diego-Carlsbad, CA",432,18
Michael Cera & Ellen Page,Matthew,M,0,Jones,116.71465,paid,"Janesville-Beloit, WI",439,36
The Cat Empire,Matthew,M,1,Jones,218.22649,paid,"Janesville-Beloit, WI",439,36
Bryn Terfel / Berliner Philharmoniker / Claudio Abbado,Matthew,M,2,Jones,967.36608,paid,"Janesville-Beloit, WI",439,36
The Fugees,Matthew,M,3,Jones,281.20771,paid,"Janesville-Beloit, WI",439,36
Hardline,Matthew,M,4,Jones,234.73587,paid,"Janesville-Beloit, WI",439,36
The Funky Lowlives,Matthew,M,5,Jones,280.34567,paid,"Janesville-Beloit, WI",439,36
DL Incognito,Matthew,M,6,Jones,221.07383,paid,"Janesville-Beloit, WI",439,36
Justice,Matthew,M,7,Jones,243.40853,paid,"Janesville-Beloit, WI",439,36
Earth_ Wind & Fire,Theodore,M,1,Smith,178.20689,free,"Houston-The Woodlands-Sugar Land, TX",447,52
Strawbs,Matthew,M,8,Jones,255.81669,paid,"Janesville-Beloit, WI",439,36
Angus & Julia Stone,Matthew,M,9,Jones,172.85179,paid,"Janesville-Beloit, WI",439,36
Sara Bareilles,Matthew,M,10,Jones,260.8322,paid,"Janesville-Beloit, WI",439,36
Bruna Caram,Matthew,M,11,Jones,198.63465,paid,"Janesville-Beloit, WI",439,36
Nando Reis,Matthew,M,12,Jones,239.82975,paid,"Janesville-Beloit, WI",439,36
The Black Keys,Matthew,M,13,Jones,189.28281,paid,"Janesville-Beloit, WI",439,36
Kreator,Matthew,M,14,Jones,294.53016,paid,"Janesville-Beloit, WI",439,36
Audioslave,Matthew,M,15,Jones,277.83791,paid,"Janesville-Beloit, WI",439,36
Red Hot Chili Peppers,Matthew,M,16,Jones,269.34812,paid,"Janesville-Beloit, WI",439,36
Manu Chao,Matthew,M,17,Jones,288.15628,paid,"Janesville-Beloit, WI",439,36
Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Matthew,M,18,Jones,277.15873,paid,"Janesville-Beloit, WI",439,36
Ron Carter,Matthew,M,19,Jones,497.13587,paid,"Janesville-Beloit, WI",439,36
Lifehouse,Theodore,M,2,Harris,195.47383,free,"Red Bluff, CA",440,14
Yann Tiersen,Kaylee,F,0,Summers,158.71955,free,"Phoenix-Mesa-Scottsdale, AZ",333,8
ISRAEL & NEW BREED,Kaylee,F,1,Summers,176.48281,free,"Phoenix-Mesa-Scottsdale, AZ",333,8
Stellar Kart,Molly,F,1,Taylor,186.17424,free,"St. Louis, MO-IL",396,35
Mudhoney,Aleena,F,10,Kirby,231.57506,paid,"Waterloo-Cedar Falls, IA",637,44
Carpenters,Aleena,F,11,Kirby,238.39302,paid,"Waterloo-Cedar Falls, IA",637,44
Kings Of Leon,Aleena,F,13,Kirby,185.28608,paid,"Waterloo-Cedar Falls, IA",637,44
The Bloody Beetroots,Aleena,F,14,Kirby,201.97832,paid,"Waterloo-Cedar Falls, IA",637,44
Kings Of Leon,Aleena,F,15,Kirby,201.79546,paid,"Waterloo-Cedar Falls, IA",637,44
Euge Groove,Aleena,F,16,Kirby,265.482,paid,"Waterloo-Cedar Falls, IA",637,44
Soltero,Aleena,F,17,Kirby,249.0771,paid,"Waterloo-Cedar Falls, IA",637,44
Nirvana,Aleena,F,18,Kirby,257.01832,paid,"Waterloo-Cedar Falls, IA",637,44
Alliance Ethnik,Cecilia,F,0,Owens,252.21179,free,"Atlanta-Sandy Springs-Roswell, GA",535,6
Lykke Li,Cecilia,F,1,Owens,232.35873,free,"Atlanta-Sandy Springs-Roswell, GA",535,6
The Coffee Club Orchestra,Ryan,M,1,Smith,386.76853,free,"San Jose-Sunnyvale-Santa Clara, CA",622,26
Harmonia,Ryan,M,2,Smith,655.77751,free,"San Jose-Sunnyvale-Santa Clara, CA",622,26
Alicia Keys,Mohammad,M,2,Rodriguez,182.07302,free,"Sacramento--Roseville--Arden-Arcade, CA",614,88
Crosby_ Stills & Nash,Mohammad,M,3,Rodriguez,329.19465,free,"Sacramento--Roseville--Arden-Arcade, CA",614,88
R.E.M.,Ryan,M,3,Smith,241.162,free,"San Jose-Sunnyvale-Santa Clara, CA",622,26
Eric Clapton,Chloe,F,6,Cuevas,323.49995,paid,"San Francisco-Oakland-Hayward, CA",636,49
Godley & Creme,Chloe,F,7,Cuevas,237.81832,paid,"San Francisco-Oakland-Hayward, CA",636,49
Ron Carter,Chloe,F,8,Cuevas,497.13587,paid,"San Francisco-Oakland-Hayward, CA",636,49
Timbaland / Keri Hilson / D.O.E.,Tegan,F,0,Levine,179.25179,paid,"Portland-South Portland, ME",620,80
Everything But The Girl,Chloe,F,9,Cuevas,295.73179,paid,"San Francisco-Oakland-Hayward, CA",636,49
Big Mountain,Tegan,F,1,Levine,249.52118,paid,"Portland-South Portland, ME",620,80
Gotan Project,Chloe,F,10,Cuevas,315.81995,paid,"San Francisco-Oakland-Hayward, CA",636,49
Washed Out,Tegan,F,2,Levine,173.40036,paid,"Portland-South Portland, ME",620,80
OutKast,Tegan,F,3,Levine,312.13669,paid,"Portland-South Portland, ME",620,80
Black Sabbath,Chloe,F,11,Cuevas,388.64934,paid,"San Francisco-Oakland-Hayward, CA",636,49
Late Night Alumni,Tegan,F,4,Levine,226.76853,paid,"Portland-South Portland, ME",620,80
Slightly Stoopid,Chloe,F,12,Cuevas,293.82485,paid,"San Francisco-Oakland-Hayward, CA",636,49
Beastie Boys,Tegan,F,5,Levine,211.722,paid,"Portland-South Portland, ME",620,80
The Killers,Tegan,F,6,Levine,222.95465,paid,"Portland-South Portland, ME",620,80
Riverside,Chloe,F,13,Cuevas,236.2771,paid,"San Francisco-Oakland-Hayward, CA",636,49
Flobots,Tegan,F,7,Levine,246.07302,paid,"Portland-South Portland, ME",620,80
Lighthouse Family,Chloe,F,14,Cuevas,307.53914,paid,"San Francisco-Oakland-Hayward, CA",636,49
Jack Johnson,Tegan,F,8,Levine,144.06485,paid,"Portland-South Portland, ME",620,80
Incubus,Chloe,F,15,Cuevas,229.22404,paid,"San Francisco-Oakland-Hayward, CA",636,49
Edwyn Collins,Tegan,F,9,Levine,235.91138,paid,"Portland-South Portland, ME",620,80
Joshua Radin,Chloe,F,16,Cuevas,182.62159,paid,"San Francisco-Oakland-Hayward, CA",636,49
Bon Iver,Chloe,F,17,Cuevas,116.89751,paid,"San Francisco-Oakland-Hayward, CA",636,49
Nipsey Hussle,Chloe,F,18,Cuevas,170.34404,paid,"San Francisco-Oakland-Hayward, CA",636,49
Bebo & Cigala,Tegan,F,11,Levine,331.15383,paid,"Portland-South Portland, ME",620,80
Kings Of Leon,Tegan,F,12,Levine,201.79546,paid,"Portland-South Portland, ME",620,80
Amy Winehouse,Tegan,F,13,Levine,223.9473,paid,"Portland-South Portland, ME",620,80
Florence + The Machine,Tegan,F,14,Levine,219.66322,paid,"Portland-South Portland, ME",620,80
Devin Townsend,Tegan,F,15,Levine,552.98567,paid,"Portland-South Portland, ME",620,80
Camera Obscura,Tegan,F,16,Levine,244.81914,paid,"Portland-South Portland, ME",620,80
Keyshia Cole,Tegan,F,17,Levine,95.26812,paid,"Portland-South Portland, ME",620,80
Red Hot Chili Peppers,Tegan,F,18,Levine,247.66649,paid,"Portland-South Portland, ME",620,80
Florence + The Machine,Chloe,F,20,Cuevas,219.66322,paid,"San Francisco-Oakland-Hayward, CA",636,49
Lit,Chloe,F,21,Cuevas,169.03791,paid,"San Francisco-Oakland-Hayward, CA",636,49
Avenged Sevenfold,Tegan,F,19,Levine,393.50812,paid,"Portland-South Portland, ME",620,80
Harmonia,Chloe,F,22,Cuevas,655.77751,paid,"San Francisco-Oakland-Hayward, CA",636,49
Blue October,Tegan,F,20,Levine,241.162,paid,"Portland-South Portland, ME",620,80
Bone Thugs-N-Harmony / Akon,Tegan,F,21,Levine,287.52934,paid,"Portland-South Portland, ME",620,80
Training For Utopia,Chloe,F,23,Cuevas,222.37995,paid,"San Francisco-Oakland-Hayward, CA",636,49
Delerium,Tegan,F,22,Levine,455.8624,paid,"Portland-South Portland, ME",620,80
The Meters,Chloe,F,24,Cuevas,156.21179,paid,"San Francisco-Oakland-Hayward, CA",636,49
Harmonia,Chloe,F,25,Cuevas,655.77751,paid,"San Francisco-Oakland-Hayward, CA",636,49
Macy Gray,Tegan,F,23,Levine,233.89995,paid,"Portland-South Portland, ME",620,80
Alice In Chains,Tegan,F,24,Levine,230.60853,paid,"Portland-South Portland, ME",620,80
Dungeon Elite,Lily,F,0,Burns,169.82159,free,"New York-Newark-Jersey City, NY-NJ-PA",625,32
Angels Of Light & Akron/Family,Tegan,F,25,Levine,216.60689,paid,"Portland-South Portland, ME",620,80
Krisiun,Lily,F,1,Burns,167.91465,free,"New York-Newark-Jersey City, NY-NJ-PA",625,32
Band Of Horses,Tegan,F,26,Levine,275.51302,paid,"Portland-South Portland, ME",620,80
The Notorious B.I.G.,Lily,F,2,Burns,238.78485,free,"New York-Newark-Jersey City, NY-NJ-PA",625,32
Foolish Things,Tegan,F,27,Levine,266.86649,paid,"Portland-South Portland, ME",620,80
The Strokes,Tegan,F,28,Levine,278.64771,paid,"Portland-South Portland, ME",620,80
Chick Corea & Hiromi,Jayden,M,0,Fox,465.05751,free,"New Orleans-Metairie, LA",604,101
Linkin Park,Tegan,F,29,Levine,494.99383,paid,"Portland-South Portland, ME",620,80
DJ Shadow,Jayden,M,1,Fox,89.28608,free,"New Orleans-Metairie, LA",604,101
Fleet Foxes,Tegan,F,30,Levine,147.04281,paid,"Portland-South Portland, ME",620,80
Jonas Brothers,Jayden,M,2,Fox,201.27302,free,"New Orleans-Metairie, LA",604,101
Guns N' Roses,Tegan,F,31,Levine,464.92689,paid,"Portland-South Portland, ME",620,80
!!!,Tegan,F,32,Levine,486.81751,paid,"Portland-South Portland, ME",620,80
Spice Girls,Tegan,F,33,Levine,239.82975,paid,"Portland-South Portland, ME",620,80
Los LÃÂ¡tigos,Tegan,F,34,Levine,263.8624,paid,"Portland-South Portland, ME",620,80
Willie Colon/Hector Lavoe,Tegan,F,35,Levine,368.77016,paid,"Portland-South Portland, ME",620,80
Mike Jones,Stefany,F,0,White,240.90077,free,"Lubbock, TX",533,83
Place Vendome,Tegan,F,36,Levine,239.04608,paid,"Portland-South Portland, ME",620,80
Camera Obscura,Tegan,F,37,Levine,189.3873,paid,"Portland-South Portland, ME",620,80
Cage The Elephant,Tegan,F,38,Levine,175.12444,paid,"Portland-South Portland, ME",620,80
Foo Fighters,Tegan,F,39,Levine,271.38567,paid,"Portland-South Portland, ME",620,80
The Notting Hillbillies,Tegan,F,40,Levine,156.47302,paid,"Portland-South Portland, ME",620,80
Muse,Tegan,F,41,Levine,209.50159,paid,"Portland-South Portland, ME",620,80
Owl City,Tegan,F,42,Levine,230.81751,paid,"Portland-South Portland, ME",620,80
Ray Barretto,Tegan,F,43,Levine,496.63955,paid,"Portland-South Portland, ME",620,80
The Fray,Tegan,F,44,Levine,235.93751,paid,"Portland-South Portland, ME",620,80
Rokia TraorÃÂ©,Tegan,F,45,Levine,53.86404,paid,"Portland-South Portland, ME",620,80
Les MisÃÂ©rables - 10th Anniversary Concert,Tegan,F,46,Levine,195.3171,paid,"Portland-South Portland, ME",620,80
Usher,Tegan,F,47,Levine,216.24118,paid,"Portland-South Portland, ME",620,80
3 Doors Down,Tegan,F,48,Levine,233.74322,paid,"Portland-South Portland, ME",620,80
The Pussycat Dolls,Tegan,F,49,Levine,245.18485,paid,"Portland-South Portland, ME",620,80
Ryan Adams & The Cardinals,Tegan,F,50,Levine,275.22567,paid,"Portland-South Portland, ME",620,80
Michael BublÃÂ©,Tegan,F,51,Levine,225.90649,paid,"Portland-South Portland, ME",620,80
Denison Witmer,Tegan,F,52,Levine,223.18975,paid,"Portland-South Portland, ME",620,80
Matt Pond PA,Tegan,F,53,Levine,245.96853,paid,"Portland-South Portland, ME",620,80
Twista featuring Pharrell Williams,Tegan,F,54,Levine,211.59138,paid,"Portland-South Portland, ME",620,80
Frankie Avalon,Tegan,F,55,Levine,186.20036,paid,"Portland-South Portland, ME",620,80
Frumpies,Kinsley,F,1,Young,134.47791,paid,"Red Bluff, CA",436,85
Cyberfit,Tegan,F,57,Levine,303.15057,paid,"Portland-South Portland, ME",620,80
Sheena Easton,Kinsley,F,2,Young,185.67791,paid,"Red Bluff, CA",436,85
Arctic Monkeys,Kinsley,F,3,Young,173.66159,paid,"Red Bluff, CA",436,85
Bob Dylan,Tegan,F,58,Levine,368.92689,paid,"Portland-South Portland, ME",620,80
Justin Timberlake,Kinsley,F,4,Young,284.05506,paid,"Red Bluff, CA",436,85
Shinedown,Tegan,F,59,Levine,228.5971,paid,"Portland-South Portland, ME",620,80
Coldplay,Kinsley,F,5,Young,307.51302,paid,"Red Bluff, CA",436,85
Kat DeLuna,Kinsley,F,6,Young,239.43791,paid,"Red Bluff, CA",436,85
Todd Rundgren,Kinsley,F,7,Young,212.29669,paid,"Red Bluff, CA",436,85
Eminem / Dr. Dre / 50 Cent,Kinsley,F,8,Young,297.56036,paid,"Red Bluff, CA",436,85
La Roux,Kinsley,F,9,Young,205.60934,paid,"Red Bluff, CA",436,85
Aerosmith,Kinsley,F,10,Young,235.36281,paid,"Red Bluff, CA",436,85
Colleen,Kinsley,F,11,Young,166.5824,paid,"Red Bluff, CA",436,85
Nickelback,Kinsley,F,12,Young,222.82404,paid,"Red Bluff, CA",436,85
Daft Punk,Anabelle,F,0,Simpson,396.82567,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",465,69
Alliance Ethnik,Kinsley,F,14,Young,195.94404,paid,"Red Bluff, CA",436,85
Beirut,Kinsley,F,15,Young,178.72934,paid,"Red Bluff, CA",436,85
Live,Kinsley,F,16,Young,183.69261,paid,"Red Bluff, CA",436,85
Greg Giraldo,Kinsley,F,17,Young,243.722,paid,"Red Bluff, CA",436,85
Hercules And Love Affair,Kinsley,F,18,Young,471.74485,paid,"Red Bluff, CA",436,85
Junction 18,Kinsley,F,19,Young,189.28281,paid,"Red Bluff, CA",436,85
Plain White T S,Ava,F,1,Robinson,179.59138,free,"New Haven-Milford, CT",623,50
A Day To Remember,Kinsley,F,20,Young,269.00853,paid,"Red Bluff, CA",436,85
K. Sparks featuring Dave Barz,Ava,F,2,Robinson,186.69669,free,"New Haven-Milford, CT",623,50
Aretha Franklin,Ava,F,3,Robinson,217.39057,free,"New Haven-Milford, CT",623,50
Muse,Kinsley,F,22,Young,304.84853,paid,"Red Bluff, CA",436,85
The Wallflowers,Ava,F,4,Robinson,312.63302,free,"New Haven-Milford, CT",623,50
OneRepublic,Kinsley,F,23,Young,237.97506,paid,"Red Bluff, CA",436,85
Van Halen,Kinsley,F,24,Young,209.29261,paid,"Red Bluff, CA",436,85
Rihanna / will.i.am,Kinsley,F,25,Young,286.32771,paid,"Red Bluff, CA",436,85
Florence + The Machine,Kinsley,F,26,Young,219.66322,paid,"Red Bluff, CA",436,85
M83,Kinsley,F,27,Young,391.54893,paid,"Red Bluff, CA",436,85
Danilo Montero,Kinsley,F,28,Young,233.482,paid,"Red Bluff, CA",436,85
The Who,Kinsley,F,29,Young,341.78567,paid,"Red Bluff, CA",436,85
Ruben Gonzalez,Kinsley,F,30,Young,150.41261,paid,"Red Bluff, CA",436,85
Psychic Ills,Samuel,M,0,Gonzalez,512.96608,free,"Houston-The Woodlands-Sugar Land, TX",610,61
Lighthouse Family,Kinsley,F,31,Young,271.93424,paid,"Red Bluff, CA",436,85
The Ordinary Boys,Kinsley,F,32,Young,162.87302,paid,"Red Bluff, CA",436,85
Phil Phillips,Kinsley,F,33,Young,142.31465,paid,"Red Bluff, CA",436,85
Miike Snow,Kinsley,F,34,Young,263.88853,paid,"Red Bluff, CA",436,85
Booka Shade,Magdalene,F,1,Herman,142.10567,free,"Dallas-Fort Worth-Arlington, TX",244,77
Arma Blanca,Kinsley,F,35,Young,359.8624,paid,"Red Bluff, CA",436,85
Santana,Ryan,M,0,Smith,290.71628,free,"San Jose-Sunnyvale-Santa Clara, CA",644,26
Kirk Franklin & The Family,Kaylee,F,0,Summers,209.37098,free,"Phoenix-Mesa-Scottsdale, AZ",532,8
Be Bop Deluxe,Kaylee,F,1,Summers,314.5922,free,"Phoenix-Mesa-Scottsdale, AZ",532,8
Geri Halliwell,Kinsley,F,36,Young,224.91383,paid,"Red Bluff, CA",436,85
Scissor Sisters,Kinsley,F,37,Young,156.94322,paid,"Red Bluff, CA",436,85
Paramore,Kaylee,F,2,Summers,262.71302,free,"Phoenix-Mesa-Scottsdale, AZ",532,8
Rufus Wainwright,Ryan,M,1,Smith,254.17098,free,"San Jose-Sunnyvale-Santa Clara, CA",657,26
Joy Division,Jayden,F,0,Duffy,233.16853,free,"Seattle-Tacoma-Bellevue, WA",640,76
Arch Enemy,Jayden,F,1,Duffy,242.70322,free,"Seattle-Tacoma-Bellevue, WA",640,76
Johnny Cash with The Carter Family The Statler Brothers & Carl Perkins,Kaylee,F,3,Summers,308.34893,free,"Phoenix-Mesa-Scottsdale, AZ",532,8
Fischer-Z,Jayden,F,3,Duffy,302.78485,free,"Seattle-Tacoma-Bellevue, WA",640,76
Vampire Weekend,Ryan,M,0,Smith,243.04281,free,"San Jose-Sunnyvale-Santa Clara, CA",660,26
OneRepublic,Ryan,M,1,Smith,224.67873,free,"San Jose-Sunnyvale-Santa Clara, CA",660,26
Mariah Carey,Ryan,M,2,Smith,261.82485,free,"San Jose-Sunnyvale-Santa Clara, CA",660,26
Thyrfing,Jayden,M,0,Fox,178.6771,free,"New Orleans-Metairie, LA",647,101
Avril Lavigne,Jayden,M,1,Fox,215.562,free,"New Orleans-Metairie, LA",647,101
Nirvana,Jayden,M,2,Fox,186.48771,free,"New Orleans-Metairie, LA",647,101
Soundgarden,Aiden,M,0,Hess,290.11546,free,"La Crosse-Onalaska, WI-MN",642,86
Angels and Airwaves,Jayden,M,4,Fox,302.05342,free,"New Orleans-Metairie, LA",647,101
Pedro Aznar,Aiden,M,1,Hess,185.99138,free,"La Crosse-Onalaska, WI-MN",642,86
Something Happens,Jayden,M,5,Fox,175.67302,free,"New Orleans-Metairie, LA",647,101
Kate Ryan,Ava,F,0,Robinson,209.60608,free,"New Haven-Milford, CT",653,50
Paramore,Matthew,M,0,Jones,198.21669,paid,"Janesville-Beloit, WI",461,36
The RH Factor,Matthew,M,1,Jones,143.25506,paid,"Janesville-Beloit, WI",461,36
Thousand Foot Krutch,Andrea,F,0,Butler,58.87955,free,"Pensacola-Ferry Pass-Brent, FL",148,90
Fey,Matthew,M,2,Jones,267.51955,paid,"Janesville-Beloit, WI",461,36
Drowning Pool,Matthew,M,3,Jones,201.63873,paid,"Janesville-Beloit, WI",461,36
The Postal Service,Matthew,M,4,Jones,266.47465,paid,"Janesville-Beloit, WI",461,36
Beastie Boys,Matthew,M,5,Jones,211.722,paid,"Janesville-Beloit, WI",461,36
Jamie Cullum,Kate,F,0,Harrell,236.79955,paid,"Lansing-East Lansing, MI",633,97
Ours,Matthew,M,6,Jones,240.03873,paid,"Janesville-Beloit, WI",461,36
Justin Bieber,Kate,F,1,Harrell,214.67383,paid,"Lansing-East Lansing, MI",633,97
Kings Of Leon,Matthew,M,7,Jones,196.72771,paid,"Janesville-Beloit, WI",461,36
Absu,Kate,F,2,Harrell,57.15546,paid,"Lansing-East Lansing, MI",633,97
Bon Iver,Kate,F,3,Harrell,329.24689,paid,"Lansing-East Lansing, MI",633,97
O'Death,Kate,F,4,Harrell,130.95138,paid,"Lansing-East Lansing, MI",633,97
Enya,Kate,F,5,Harrell,227.39546,paid,"Lansing-East Lansing, MI",633,97
Radiohead,Matthew,M,9,Jones,298.13506,paid,"Janesville-Beloit, WI",461,36
Julie London,Kate,F,6,Harrell,165.58975,paid,"Lansing-East Lansing, MI",633,97
Mindy Smith,Matthew,M,10,Jones,257.17506,paid,"Janesville-Beloit, WI",461,36
Rogue Wave,Kate,F,7,Harrell,395.88526,paid,"Lansing-East Lansing, MI",633,97
zebrahead,Matthew,M,11,Jones,229.77261,paid,"Janesville-Beloit, WI",461,36
Faudel,Kate,F,8,Harrell,224.57424,paid,"Lansing-East Lansing, MI",633,97
St. Vincent,Matthew,M,12,Jones,324.10077,paid,"Janesville-Beloit, WI",461,36
Frankie Valli,Kate,F,9,Harrell,201.87383,paid,"Lansing-East Lansing, MI",633,97
The Housemartins,Matthew,M,13,Jones,124.05506,paid,"Janesville-Beloit, WI",461,36
RÃÂ¶yksopp,Kate,F,10,Harrell,300.14649,paid,"Lansing-East Lansing, MI",633,97
Eagles,Ava,F,0,Robinson,181.86404,free,"New Haven-Milford, CT",667,50
David Arkenstone,Matthew,M,14,Jones,363.41506,paid,"Janesville-Beloit, WI",461,36
Metric,Kate,F,11,Harrell,286.24934,paid,"Lansing-East Lansing, MI",633,97
BMX Bandits,Matthew,M,15,Jones,161.27955,paid,"Janesville-Beloit, WI",461,36
Hot Chip,Kate,F,12,Harrell,240.37832,paid,"Lansing-East Lansing, MI",633,97
Justice,Kate,F,13,Harrell,285.41342,paid,"Lansing-East Lansing, MI",633,97
The Pussycat Dolls,Kate,F,14,Harrell,197.90322,paid,"Lansing-East Lansing, MI",633,97
N.E.R.D.,Kate,F,15,Harrell,259.23873,paid,"Lansing-East Lansing, MI",633,97
Eminem,Matthew,M,18,Jones,261.72036,paid,"Janesville-Beloit, WI",461,36
Guns N' Roses,Kate,F,16,Harrell,455.52281,paid,"Lansing-East Lansing, MI",633,97
Leon Jackson,Matthew,M,19,Jones,252.23791,paid,"Janesville-Beloit, WI",461,36
Drowning Pool,Matthew,M,20,Jones,219.79383,paid,"Janesville-Beloit, WI",461,36
Michael BublÃÂ©,Kate,F,17,Harrell,194.55955,paid,"Lansing-East Lansing, MI",633,97
Kings Of Leon,Matthew,M,22,Jones,201.79546,paid,"Janesville-Beloit, WI",461,36
Theory Of A Deadman,Kate,F,18,Harrell,184.89424,paid,"Lansing-East Lansing, MI",633,97
Dashboard Confessional,Kate,F,21,Harrell,147.30404,paid,"Lansing-East Lansing, MI",633,97
Future Rock,Matthew,M,24,Jones,239.90812,paid,"Janesville-Beloit, WI",461,36
The Cinematic Orchestra feat. Lou Rhodes,Kate,F,22,Harrell,306.20689,paid,"Lansing-East Lansing, MI",633,97
The Police,Matthew,M,25,Jones,300.14649,paid,"Janesville-Beloit, WI",461,36
Black Eyed Peas,Kate,F,23,Harrell,214.93506,paid,"Lansing-East Lansing, MI",633,97
The Mars Volta,Matthew,M,26,Jones,1001.74322,paid,"Janesville-Beloit, WI",461,36
Crayons,Ryan,M,1,Smith,462.07955,free,"San Jose-Sunnyvale-Santa Clara, CA",663,26
Dear Nora,Kate,F,24,Harrell,59.66322,paid,"Lansing-East Lansing, MI",633,97
Lil Scrappy,Kate,F,25,Harrell,238.78485,paid,"Lansing-East Lansing, MI",633,97
Escape The Fate,Kate,F,26,Harrell,266.73587,paid,"Lansing-East Lansing, MI",633,97
Travis,Layla,F,0,Griffin,238.15791,paid,"Lake Havasu City-Kingman, AZ",407,24
The xx,Ryan,M,2,Smith,188.55138,free,"San Jose-Sunnyvale-Santa Clara, CA",663,26
HÃÂ©roes del Silencio,Kate,F,27,Harrell,245.02812,paid,"Lansing-East Lansing, MI",633,97
Crosby_ Stills & Nash,Layla,F,1,Griffin,444.05506,paid,"Lake Havasu City-Kingman, AZ",407,24
Bad Brains,Kate,F,28,Harrell,142.78485,paid,"Lansing-East Lansing, MI",633,97
James Taylor,Matthew,M,27,Jones,214.22975,paid,"Janesville-Beloit, WI",461,36
Train,Kate,F,29,Harrell,216.76363,paid,"Lansing-East Lansing, MI",633,97
Florence + The Machine,Layla,F,2,Griffin,131.3171,paid,"Lake Havasu City-Kingman, AZ",407,24
Veggie Tales (Veggie Tunes),Matthew,M,28,Jones,131.23873,paid,"Janesville-Beloit, WI",461,36
Alliance Ethnik,Kate,F,30,Harrell,195.94404,paid,"Lansing-East Lansing, MI",633,97
Minnie Riperton,Layla,F,3,Griffin,164.25751,paid,"Lake Havasu City-Kingman, AZ",407,24
